rep,condition,split,seed,success,steps,error
1,nobank,eval_out_of_distribution,15,True,21,
1,nobank,eval_out_of_distribution,16,False,50,
1,nobank,eval_out_of_distribution,17,False,50,
1,nobank,eval_out_of_distribution,18,False,50,
1,nobank,eval_out_of_distribution,19,False,50,
1,nobank,eval_out_of_distribution,20,True,39,
1,nobank,eval_out_of_distribution,21,True,11,
1,nobank,eval_out_of_distribution,22,False,50,
1,nobank,eval_out_of_distribution,23,True,30,
1,nobank,eval_out_of_distribution,24,True,39,
1,nobank,eval_out_of_distribution,25,False,50,
1,nobank,eval_out_of_distribution,26,False,50,
1,nobank,eval_out_of_distribution,27,False,50,
1,nobank,eval_out_of_distribution,28,False,50,
1,nobank,eval_out_of_distribution,29,False,50,
1,orig,eval_in_distribution,0,False,50,
1,orig,eval_in_distribution,1,False,50,
1,orig,eval_in_distribution,2,False,50,
1,orig,eval_in_distribution,3,False,50,
1,orig,eval_in_distribution,4,False,50,
1,orig,eval_in_distribution,5,True,5,
1,orig,eval_in_distribution,6,True,37,
1,orig,eval_in_distribution,7,True,12,
1,orig,eval_in_distribution,8,True,9,
1,orig,eval_in_distribution,9,False,50,
1,orig,eval_in_distribution,10,True,7,
1,orig,eval_in_distribution,11,False,50,
1,orig,eval_in_distribution,12,True,7,
1,orig,eval_in_distribution,13,True,9,
1,orig,eval_in_distribution,14,True,24,
1,orig,eval_in_distribution,15,True,11,
1,orig,eval_in_distribution,16,True,16,
1,orig,eval_in_distribution,17,False,50,
1,orig,eval_in_distribution,18,False,50,
1,orig,eval_in_distribution,19,False,50,
1,orig,eval_in_distribution,20,True,22,
1,orig,eval_in_distribution,21,False,50,
1,orig,eval_in_distribution,22,False,50,
1,orig,eval_in_distribution,23,True,14,
1,orig,eval_in_distribution,24,True,30,
1,orig,eval_in_distribution,25,False,50,
1,orig,eval_in_distribution,26,False,50,
1,orig,eval_in_distribution,27,False,50,
1,orig,eval_in_distribution,28,False,50,
1,orig,eval_in_distribution,29,False,50,
1,orig,eval_out_of_distribution,0,True,41,
1,orig,eval_out_of_distribution,1,False,50,
1,orig,eval_out_of_distribution,2,True,35,
1,orig,eval_out_of_distribution,3,False,50,
1,orig,eval_out_of_distribution,4,False,50,
1,orig,eval_out_of_distribution,5,False,50,
1,orig,eval_out_of_distribution,6,False,50,
1,orig,eval_out_of_distribution,7,False,50,
1,orig,eval_out_of_distribution,8,False,50,
1,orig,eval_out_of_distribution,9,False,50,
1,orig,eval_out_of_distribution,10,False,50,
1,orig,eval_out_of_distribution,11,False,50,
1,orig,eval_out_of_distribution,12,False,50,
1,orig,eval_out_of_distribution,13,True,9,
1,orig,eval_out_of_distribution,14,True,32,
1,orig,eval_out_of_distribution,15,True,7,
1,orig,eval_out_of_distribution,16,True,11,
1,orig,eval_out_of_distribution,17,False,50,
1,orig,eval_out_of_distribution,18,False,50,
1,orig,eval_out_of_distribution,19,True,7,
1,orig,eval_out_of_distribution,20,False,50,
1,orig,eval_out_of_distribution,21,True,10,
1,orig,eval_out_of_distribution,22,True,10,
1,orig,eval_out_of_distribution,23,True,17,
1,orig,eval_out_of_distribution,24,True,23,
1,orig,eval_out_of_distribution,25,False,50,
1,orig,eval_out_of_distribution,26,False,50,
1,orig,eval_out_of_distribution,27,True,9,
1,orig,eval_out_of_distribution,28,False,50,
1,orig,eval_out_of_distribution,29,True,15,
1,orig_m,eval_in_distribution,0,False,50,
1,orig_m,eval_in_distribution,1,False,50,
1,orig_m,eval_in_distribution,2,True,43,
1,orig_m,eval_in_distribution,3,False,50,
1,orig_m,eval_in_distribution,4,False,50,
1,orig_m,eval_in_distribution,5,True,4,
1,orig_m,eval_in_distribution,6,True,32,
1,orig_m,eval_in_distribution,7,True,25,
1,orig_m,eval_in_distribution,8,True,9,
1,orig_m,eval_in_distribution,9,False,50,
1,orig_m,eval_in_distribution,10,True,4,
1,orig_m,eval_in_distribution,11,True,7,
1,orig_m,eval_in_distribution,12,True,8,
1,orig_m,eval_in_distribution,13,True,10,
1,orig_m,eval_in_distribution,14,True,16,
1,orig_m,eval_in_distribution,15,True,14,
1,orig_m,eval_in_distribution,16,True,17,
1,orig_m,eval_in_distribution,17,False,50,
1,orig_m,eval_in_distribution,18,False,50,
1,orig_m,eval_in_distribution,19,False,50,
1,orig_m,eval_in_distribution,20,True,37,
1,orig_m,eval_in_distribution,21,True,6,
1,orig_m,eval_in_distribution,22,True,9,
1,orig_m,eval_in_distribution,23,True,6,
1,orig_m,eval_in_distribution,24,True,10,
1,orig_m,eval_in_distribution,25,False,50,
1,orig_m,eval_in_distribution,26,True,6,
1,orig_m,eval_in_distribution,27,False,50,
1,orig_m,eval_in_distribution,28,False,50,
1,orig_m,eval_in_distribution,29,False,50,
1,orig_m,eval_out_of_distribution,0,False,50,
1,orig_m,eval_out_of_distribution,1,False,50,
1,orig_m,eval_out_of_distribution,2,True,14,
1,orig_m,eval_out_of_distribution,3,False,50,
1,orig_m,eval_out_of_distribution,4,False,50,
1,orig_m,eval_out_of_distribution,5,False,50,
1,orig_m,eval_out_of_distribution,6,False,50,
1,orig_m,eval_out_of_distribution,7,True,5,
1,orig_m,eval_out_of_distribution,8,False,50,
1,orig_m,eval_out_of_distribution,9,False,50,
1,orig_m,eval_out_of_distribution,10,False,50,
1,orig_m,eval_out_of_distribution,11,True,3,
1,orig_m,eval_out_of_distribution,12,False,50,
1,orig_m,eval_out_of_distribution,13,True,8,
1,orig_m,eval_out_of_distribution,14,True,33,
1,orig_m,eval_out_of_distribution,15,True,8,
1,orig_m,eval_out_of_distribution,16,True,12,
1,orig_m,eval_out_of_distribution,17,False,50,
1,orig_m,eval_out_of_distribution,18,True,8,
1,orig_m,eval_out_of_distribution,19,True,23,
1,orig_m,eval_out_of_distribution,20,False,50,
1,orig_m,eval_out_of_distribution,21,True,8,
1,orig_m,eval_out_of_distribution,22,True,37,
1,orig_m,eval_out_of_distribution,23,False,50,
1,orig_m,eval_out_of_distribution,24,True,36,
1,orig_m,eval_out_of_distribution,25,False,50,
1,orig_m,eval_out_of_distribution,26,False,50,
1,orig_m,eval_out_of_distribution,27,True,35,
1,orig_m,eval_out_of_distribution,28,False,50,
1,orig_m,eval_out_of_distribution,29,False,50,
1,ours,eval_in_distribution,0,False,50,
1,ours,eval_in_distribution,1,False,50,
1,ours,eval_in_distribution,2,True,14,
1,ours,eval_in_distribution,3,True,20,
1,ours,eval_in_distribution,4,False,50,
1,ours,eval_in_distribution,5,True,5,
1,ours,eval_in_distribution,6,False,50,
1,ours,eval_in_distribution,7,False,50,
1,ours,eval_in_distribution,8,False,50,
1,ours,eval_in_distribution,9,False,50,
1,ours,eval_in_distribution,10,True,10,
1,ours,eval_in_distribution,11,False,50,
1,ours,eval_in_distribution,12,False,50,
1,ours,eval_in_distribution,13,False,50,
1,ours,eval_in_distribution,14,True,11,
1,ours,eval_in_distribution,15,True,48,
1,ours,eval_in_distribution,16,False,50,
1,ours,eval_in_distribution,17,False,50,
1,ours,eval_in_distribution,18,False,50,
1,ours,eval_in_distribution,19,False,50,
1,ours,eval_in_distribution,20,False,50,
1,ours,eval_in_distribution,21,True,15,
1,ours,eval_in_distribution,22,True,4,
1,ours,eval_in_distribution,23,True,4,
1,ours,eval_in_distribution,24,True,9,
1,ours,eval_in_distribution,25,False,50,
1,ours,eval_in_distribution,26,True,35,
1,ours,eval_in_distribution,27,False,50,
1,ours,eval_in_distribution,28,False,50,
1,ours,eval_in_distribution,29,False,50,
1,ours,eval_out_of_distribution,0,False,50,
1,ours,eval_out_of_distribution,1,False,50,
1,ours,eval_out_of_distribution,2,False,50,
1,ours,eval_out_of_distribution,3,False,50,
1,ours,eval_out_of_distribution,4,False,50,
1,ours,eval_out_of_distribution,5,False,50,
1,ours,eval_out_of_distribution,6,True,13,
1,ours,eval_out_of_distribution,7,True,19,
1,ours,eval_out_of_distribution,8,False,50,
1,ours,eval_out_of_distribution,9,True,35,
1,ours,eval_out_of_distribution,10,True,12,
1,ours,eval_out_of_distribution,11,True,6,
1,ours,eval_out_of_distribution,12,True,22,
1,ours,eval_out_of_distribution,13,False,50,
1,ours,eval_out_of_distribution,14,False,50,
1,ours,eval_out_of_distribution,15,False,50,
1,ours,eval_out_of_distribution,16,False,50,
1,ours,eval_out_of_distribution,17,False,50,
1,ours,eval_out_of_distribution,18,True,7,
1,ours,eval_out_of_distribution,19,False,50,
1,ours,eval_out_of_distribution,20,False,50,
1,ours,eval_out_of_distribution,21,True,8,
1,ours,eval_out_of_distribution,22,False,50,
1,ours,eval_out_of_distribution,23,False,50,
1,ours,eval_out_of_distribution,24,False,50,
1,ours,eval_out_of_distribution,25,False,50,
1,ours,eval_out_of_distribution,26,False,50,
1,ours,eval_out_of_distribution,27,False,50,
1,ours,eval_out_of_distribution,28,False,50,
1,ours,eval_out_of_distribution,29,False,50,
1,fhmid_full,eval_in_distribution,0,True,9,
1,fhmid_full,eval_in_distribution,1,False,50,
1,fhmid_full,eval_in_distribution,2,True,10,
1,fhmid_full,eval_in_distribution,3,True,8,
1,fhmid_full,eval_in_distribution,4,False,50,
1,fhmid_full,eval_in_distribution,5,True,4,
1,fhmid_full,eval_in_distribution,6,False,50,
1,fhmid_full,eval_in_distribution,7,False,50,
1,fhmid_full,eval_in_distribution,8,False,50,
1,fhmid_full,eval_in_distribution,9,False,50,
1,fhmid_full,eval_in_distribution,10,True,6,
1,fhmid_full,eval_in_distribution,11,False,50,
1,fhmid_full,eval_in_distribution,12,False,50,
1,fhmid_full,eval_in_distribution,13,True,22,
1,fhmid_full,eval_in_distribution,14,False,50,
1,fhmid_full,eval_in_distribution,15,False,50,
1,fhmid_full,eval_in_distribution,16,True,11,
1,fhmid_full,eval_in_distribution,17,False,50,
1,fhmid_full,eval_in_distribution,18,False,50,
1,fhmid_full,eval_in_distribution,19,False,50,
1,fhmid_full,eval_in_distribution,20,False,50,
1,fhmid_full,eval_in_distribution,21,True,26,
1,fhmid_full,eval_in_distribution,22,True,23,
1,fhmid_full,eval_in_distribution,23,True,4,
1,fhmid_full,eval_in_distribution,24,True,8,
1,fhmid_full,eval_in_distribution,25,False,50,
1,fhmid_full,eval_in_distribution,26,False,50,
1,fhmid_full,eval_in_distribution,27,False,50,
1,fhmid_full,eval_in_distribution,28,False,50,
1,fhmid_full,eval_in_distribution,29,False,50,
1,fhmid_full,eval_out_of_distribution,0,False,50,
1,fhmid_full,eval_out_of_distribution,1,False,50,
1,fhmid_full,eval_out_of_distribution,2,False,50,
1,fhmid_full,eval_out_of_distribution,3,False,50,
1,fhmid_full,eval_out_of_distribution,4,True,11,
1,fhmid_full,eval_out_of_distribution,5,False,50,
1,fhmid_full,eval_out_of_distribution,6,False,50,
1,fhmid_full,eval_out_of_distribution,7,True,36,
1,fhmid_full,eval_out_of_distribution,8,False,50,
1,fhmid_full,eval_out_of_distribution,9,True,50,
1,fhmid_full,eval_out_of_distribution,10,True,3,
1,fhmid_full,eval_out_of_distribution,11,True,3,
1,fhmid_full,eval_out_of_distribution,12,False,50,
1,fhmid_full,eval_out_of_distribution,13,False,50,
1,fhmid_full,eval_out_of_distribution,14,True,29,
1,fhmid_full,eval_out_of_distribution,15,True,8,
1,fhmid_full,eval_out_of_distribution,16,True,8,
1,fhmid_full,eval_out_of_distribution,17,False,50,
1,fhmid_full,eval_out_of_distribution,18,True,18,
1,fhmid_full,eval_out_of_distribution,19,False,50,
1,fhmid_full,eval_out_of_distribution,20,False,50,
1,fhmid_full,eval_out_of_distribution,21,True,11,
1,fhmid_full,eval_out_of_distribution,22,False,50,
1,fhmid_full,eval_out_of_distribution,23,False,50,
1,fhmid_full,eval_out_of_distribution,24,True,10,
1,fhmid_full,eval_out_of_distribution,25,False,50,
1,fhmid_full,eval_out_of_distribution,26,False,50,
1,fhmid_full,eval_out_of_distribution,27,True,24,
1,fhmid_full,eval_out_of_distribution,28,False,50,
1,fhmid_full,eval_out_of_distribution,29,False,50,
1,fhmid_m,eval_in_distribution,0,True,9,
1,fhmid_m,eval_in_distribution,1,False,50,
1,fhmid_m,eval_in_distribution,2,True,27,
1,fhmid_m,eval_in_distribution,3,True,15,
1,fhmid_m,eval_in_distribution,4,False,50,
1,fhmid_m,eval_in_distribution,5,True,4,
1,fhmid_m,eval_in_distribution,6,False,50,
1,fhmid_m,eval_in_distribution,7,False,50,
1,fhmid_m,eval_in_distribution,8,True,19,
1,fhmid_m,eval_in_distribution,9,False,50,
1,fhmid_m,eval_in_distribution,10,True,6,
1,fhmid_m,eval_in_distribution,11,False,50,
1,fhmid_m,eval_in_distribution,12,False,50,
1,fhmid_m,eval_in_distribution,13,True,10,
1,fhmid_m,eval_in_distribution,14,False,50,
1,fhmid_m,eval_in_distribution,15,False,50,
1,fhmid_m,eval_in_distribution,16,True,9,
1,fhmid_m,eval_in_distribution,17,False,50,
1,fhmid_m,eval_in_distribution,18,False,50,
1,fhmid_m,eval_in_distribution,19,False,50,
1,fhmid_m,eval_in_distribution,20,False,50,
1,fhmid_m,eval_in_distribution,21,True,20,
1,fhmid_m,eval_in_distribution,22,True,45,
1,fhmid_m,eval_in_distribution,23,True,4,
1,fhmid_m,eval_in_distribution,24,True,8,
1,fhmid_m,eval_in_distribution,25,False,50,
1,fhmid_m,eval_in_distribution,26,True,4,
1,fhmid_m,eval_in_distribution,27,False,50,
1,fhmid_m,eval_in_distribution,28,False,50,
1,fhmid_m,eval_in_distribution,29,False,50,
1,fhmid_m,eval_out_of_distribution,0,False,50,
1,fhmid_m,eval_out_of_distribution,1,True,13,
1,fhmid_m,eval_out_of_distribution,2,False,50,
1,fhmid_m,eval_out_of_distribution,3,False,50,
1,fhmid_m,eval_out_of_distribution,4,True,23,
1,fhmid_m,eval_out_of_distribution,5,False,50,
1,fhmid_m,eval_out_of_distribution,6,False,50,
1,fhmid_m,eval_out_of_distribution,7,True,13,
1,fhmid_m,eval_out_of_distribution,8,False,50,
1,fhmid_m,eval_out_of_distribution,9,False,50,
1,fhmid_m,eval_out_of_distribution,10,True,28,
1,fhmid_m,eval_out_of_distribution,11,True,3,
1,fhmid_m,eval_out_of_distribution,12,False,50,
1,fhmid_m,eval_out_of_distribution,13,False,50,
1,fhmid_m,eval_out_of_distribution,14,True,32,
1,fhmid_m,eval_out_of_distribution,15,True,8,
1,fhmid_m,eval_out_of_distribution,16,True,8,
1,fhmid_m,eval_out_of_distribution,17,False,50,
1,fhmid_m,eval_out_of_distribution,18,True,36,
1,fhmid_m,eval_out_of_distribution,19,True,39,
1,fhmid_m,eval_out_of_distribution,20,False,50,
1,fhmid_m,eval_out_of_distribution,21,True,10,
1,fhmid_m,eval_out_of_distribution,22,False,50,
1,fhmid_m,eval_out_of_distribution,23,False,50,
1,fhmid_m,eval_out_of_distribution,24,True,18,
1,fhmid_m,eval_out_of_distribution,25,False,50,
1,fhmid_m,eval_out_of_distribution,26,False,50,
1,fhmid_m,eval_out_of_distribution,27,True,21,
1,fhmid_m,eval_out_of_distribution,28,False,50,
1,fhmid_m,eval_out_of_distribution,29,False,50,
1,isat_full,eval_in_distribution,0,False,50,
1,isat_full,eval_in_distribution,1,False,50,
1,isat_full,eval_in_distribution,2,True,7,
1,isat_full,eval_in_distribution,3,True,25,
1,isat_full,eval_in_distribution,4,False,50,
1,isat_full,eval_in_distribution,5,True,4,
1,isat_full,eval_in_distribution,6,True,10,
1,isat_full,eval_in_distribution,7,False,50,
1,isat_full,eval_in_distribution,8,False,50,
1,isat_full,eval_in_distribution,9,False,50,
1,isat_full,eval_in_distribution,10,True,6,
1,isat_full,eval_in_distribution,11,True,43,
1,isat_full,eval_in_distribution,12,False,50,
1,isat_full,eval_in_distribution,13,False,50,
1,isat_full,eval_in_distribution,14,True,48,
1,isat_full,eval_in_distribution,15,True,28,
1,isat_full,eval_in_distribution,16,False,50,
1,isat_full,eval_in_distribution,17,False,50,
1,isat_full,eval_in_distribution,18,False,50,
1,isat_full,eval_in_distribution,19,False,50,
1,isat_full,eval_in_distribution,20,True,30,
1,isat_full,eval_in_distribution,21,True,4,
1,isat_full,eval_in_distribution,22,True,7,
1,isat_full,eval_in_distribution,23,True,4,
1,isat_full,eval_in_distribution,24,True,13,
1,isat_full,eval_in_distribution,25,False,50,
1,isat_full,eval_in_distribution,26,True,29,
1,isat_full,eval_in_distribution,27,False,50,
1,isat_full,eval_in_distribution,28,False,50,
1,isat_full,eval_in_distribution,29,False,50,
1,isat_full,eval_out_of_distribution,0,False,50,
1,isat_full,eval_out_of_distribution,1,False,50,
1,isat_full,eval_out_of_distribution,2,False,50,
1,isat_full,eval_out_of_distribution,3,False,50,
1,isat_full,eval_out_of_distribution,4,False,50,
1,isat_full,eval_out_of_distribution,5,False,50,
1,isat_full,eval_out_of_distribution,6,False,50,
1,isat_full,eval_out_of_distribution,7,True,26,
1,isat_full,eval_out_of_distribution,8,False,50,
1,isat_full,eval_out_of_distribution,9,False,50,
1,isat_full,eval_out_of_distribution,10,True,18,
1,isat_full,eval_out_of_distribution,11,True,3,
1,isat_full,eval_out_of_distribution,12,True,12,
1,isat_full,eval_out_of_distribution,13,False,50,
1,isat_full,eval_out_of_distribution,14,False,50,
1,isat_full,eval_out_of_distribution,15,True,23,
1,isat_full,eval_out_of_distribution,16,False,50,
1,isat_full,eval_out_of_distribution,17,False,50,
1,isat_full,eval_out_of_distribution,18,True,7,
1,isat_full,eval_out_of_distribution,19,False,50,
1,isat_full,eval_out_of_distribution,20,False,50,
1,isat_full,eval_out_of_distribution,21,True,14,
1,isat_full,eval_out_of_distribution,22,False,50,
1,isat_full,eval_out_of_distribution,23,False,50,
1,isat_full,eval_out_of_distribution,24,False,50,
1,isat_full,eval_out_of_distribution,25,False,50,
1,isat_full,eval_out_of_distribution,26,False,50,
1,isat_full,eval_out_of_distribution,27,True,46,
1,isat_full,eval_out_of_distribution,28,False,50,
1,isat_full,eval_out_of_distribution,29,False,50,
1,isat_m,eval_in_distribution,0,False,50,
1,isat_m,eval_in_distribution,1,False,50,
1,isat_m,eval_in_distribution,2,True,7,
1,isat_m,eval_in_distribution,3,True,28,
1,isat_m,eval_in_distribution,4,False,50,
1,isat_m,eval_in_distribution,5,True,4,
1,isat_m,eval_in_distribution,6,False,50,
1,isat_m,eval_in_distribution,7,False,50,
1,isat_m,eval_in_distribution,8,True,50,
1,isat_m,eval_in_distribution,9,False,50,
1,isat_m,eval_in_distribution,10,True,5,
1,isat_m,eval_in_distribution,11,False,50,
1,isat_m,eval_in_distribution,12,True,16,
1,isat_m,eval_in_distribution,13,True,17,
1,isat_m,eval_in_distribution,14,True,44,
1,isat_m,eval_in_distribution,15,False,50,
1,isat_m,eval_in_distribution,16,False,50,
1,isat_m,eval_in_distribution,17,False,50,
1,isat_m,eval_in_distribution,18,False,50,
1,isat_m,eval_in_distribution,19,False,50,
1,isat_m,eval_in_distribution,20,False,50,
1,isat_m,eval_in_distribution,21,True,4,
1,isat_m,eval_in_distribution,22,True,10,
1,isat_m,eval_in_distribution,23,True,4,
1,isat_m,eval_in_distribution,24,True,14,
1,isat_m,eval_in_distribution,25,False,50,
1,isat_m,eval_in_distribution,26,True,24,
1,isat_m,eval_in_distribution,27,False,50,
1,isat_m,eval_in_distribution,28,False,50,
1,isat_m,eval_in_distribution,29,False,50,
1,isat_m,eval_out_of_distribution,0,False,50,
1,isat_m,eval_out_of_distribution,1,False,50,
1,isat_m,eval_out_of_distribution,2,False,50,
1,isat_m,eval_out_of_distribution,3,False,50,
1,isat_m,eval_out_of_distribution,4,False,50,
1,isat_m,eval_out_of_distribution,5,False,50,
1,isat_m,eval_out_of_distribution,6,False,50,
1,isat_m,eval_out_of_distribution,7,True,18,
1,isat_m,eval_out_of_distribution,8,False,50,
1,isat_m,eval_out_of_distribution,9,True,32,
1,isat_m,eval_out_of_distribution,10,True,11,
1,isat_m,eval_out_of_distribution,11,True,3,
1,isat_m,eval_out_of_distribution,12,True,20,
1,isat_m,eval_out_of_distribution,13,False,50,
1,isat_m,eval_out_of_distribution,14,False,50,
1,isat_m,eval_out_of_distribution,15,True,10,
1,isat_m,eval_out_of_distribution,16,False,50,
1,isat_m,eval_out_of_distribution,17,False,50,
1,isat_m,eval_out_of_distribution,18,True,10,
1,isat_m,eval_out_of_distribution,19,False,50,
1,isat_m,eval_out_of_distribution,20,False,50,
1,isat_m,eval_out_of_distribution,21,True,9,
1,isat_m,eval_out_of_distribution,22,False,50,
1,isat_m,eval_out_of_distribution,23,False,50,
1,isat_m,eval_out_of_distribution,24,False,50,
1,isat_m,eval_out_of_distribution,25,False,50,
1,isat_m,eval_out_of_distribution,26,False,50,
1,isat_m,eval_out_of_distribution,27,False,50,
1,isat_m,eval_out_of_distribution,28,False,50,
1,isat_m,eval_out_of_distribution,29,False,50,
1,nsat_full,eval_in_distribution,0,False,50,
1,nsat_full,eval_in_distribution,1,False,50,
1,nsat_full,eval_in_distribution,2,False,50,
1,nsat_full,eval_in_distribution,3,False,50,
1,nsat_full,eval_in_distribution,4,False,50,
1,nsat_full,eval_in_distribution,5,True,41,
1,nsat_full,eval_in_distribution,6,False,50,
1,nsat_full,eval_in_distribution,7,False,50,
1,nsat_full,eval_in_distribution,8,False,50,
1,nsat_full,eval_in_distribution,9,False,50,
1,nsat_full,eval_in_distribution,10,True,26,
1,nsat_full,eval_in_distribution,11,False,50,
1,nsat_full,eval_in_distribution,12,False,50,
1,nsat_full,eval_in_distribution,13,False,50,
1,nsat_full,eval_in_distribution,14,True,27,
1,nsat_full,eval_in_distribution,15,False,50,
1,nsat_full,eval_in_distribution,16,False,50,
1,nsat_full,eval_in_distribution,17,False,50,
1,nsat_full,eval_in_distribution,18,True,15,
1,nsat_full,eval_in_distribution,19,False,50,
1,nsat_full,eval_in_distribution,20,False,50,
1,nsat_full,eval_in_distribution,21,False,50,
1,nsat_full,eval_in_distribution,22,True,8,
1,nsat_full,eval_in_distribution,23,True,31,
1,nsat_full,eval_in_distribution,24,True,16,
1,nsat_full,eval_in_distribution,25,False,50,
1,nsat_full,eval_in_distribution,26,True,38,
1,nsat_full,eval_in_distribution,27,False,50,
1,nsat_full,eval_in_distribution,28,False,50,
1,nsat_full,eval_in_distribution,29,False,50,
1,nsat_full,eval_out_of_distribution,0,False,50,
1,nsat_full,eval_out_of_distribution,1,False,50,
1,nsat_full,eval_out_of_distribution,2,False,50,
1,nsat_full,eval_out_of_distribution,3,False,50,
1,nsat_full,eval_out_of_distribution,4,False,50,
1,nsat_full,eval_out_of_distribution,5,False,50,
1,nsat_full,eval_out_of_distribution,6,False,50,
1,nsat_full,eval_out_of_distribution,7,True,5,
1,nsat_full,eval_out_of_distribution,8,False,50,
1,nsat_full,eval_out_of_distribution,9,False,50,
1,nsat_full,eval_out_of_distribution,10,True,10,
1,nsat_full,eval_out_of_distribution,11,True,3,
1,nsat_full,eval_out_of_distribution,12,True,10,
1,nsat_full,eval_out_of_distribution,13,False,50,
1,nsat_full,eval_out_of_distribution,14,False,50,
1,nsat_full,eval_out_of_distribution,15,True,27,
1,nsat_full,eval_out_of_distribution,16,False,50,
1,nsat_full,eval_out_of_distribution,17,False,50,
1,nsat_full,eval_out_of_distribution,18,True,44,
1,nsat_full,eval_out_of_distribution,19,True,27,
1,nsat_full,eval_out_of_distribution,20,False,50,
1,nsat_full,eval_out_of_distribution,21,True,18,
1,nsat_full,eval_out_of_distribution,22,False,50,
1,nsat_full,eval_out_of_distribution,23,False,50,
1,nsat_full,eval_out_of_distribution,24,False,50,
1,nsat_full,eval_out_of_distribution,25,False,50,
1,nsat_full,eval_out_of_distribution,26,False,50,
1,nsat_full,eval_out_of_distribution,27,False,50,
1,nsat_full,eval_out_of_distribution,28,False,50,
1,nsat_full,eval_out_of_distribution,29,False,50,
1,nsat_m,eval_in_distribution,0,False,50,
1,nsat_m,eval_in_distribution,1,False,50,
1,nsat_m,eval_in_distribution,2,False,50,
1,nsat_m,eval_in_distribution,3,False,50,
1,nsat_m,eval_in_distribution,4,False,50,
1,nsat_m,eval_in_distribution,5,True,35,
1,nsat_m,eval_in_distribution,6,False,50,
1,nsat_m,eval_in_distribution,7,False,50,
1,nsat_m,eval_in_distribution,8,False,50,
1,nsat_m,eval_in_distribution,9,False,50,
1,nsat_m,eval_in_distribution,10,True,11,
1,nsat_m,eval_in_distribution,11,False,50,
1,nsat_m,eval_in_distribution,12,False,50,
1,nsat_m,eval_in_distribution,13,False,50,
1,nsat_m,eval_in_distribution,14,False,50,
1,nsat_m,eval_in_distribution,15,False,50,
1,nsat_m,eval_in_distribution,16,False,50,
1,nsat_m,eval_in_distribution,17,False,50,
1,nsat_m,eval_in_distribution,18,False,50,
1,nsat_m,eval_in_distribution,19,False,50,
1,nsat_m,eval_in_distribution,20,False,50,
1,nsat_m,eval_in_distribution,21,False,50,
1,nsat_m,eval_in_distribution,22,True,32,
1,nsat_m,eval_in_distribution,23,True,16,
1,nsat_m,eval_in_distribution,24,True,15,
1,nsat_m,eval_in_distribution,25,False,50,
1,nsat_m,eval_in_distribution,26,True,9,
1,nsat_m,eval_in_distribution,27,False,50,
1,nsat_m,eval_in_distribution,28,False,50,
1,nsat_m,eval_in_distribution,29,False,50,
1,nsat_m,eval_out_of_distribution,0,False,50,
1,nsat_m,eval_out_of_distribution,1,False,50,
1,nsat_m,eval_out_of_distribution,2,True,44,
1,nsat_m,eval_out_of_distribution,3,False,50,
1,nsat_m,eval_out_of_distribution,4,False,50,
1,nsat_m,eval_out_of_distribution,5,False,50,
1,nsat_m,eval_out_of_distribution,6,False,50,
1,nsat_m,eval_out_of_distribution,7,True,6,
1,nsat_m,eval_out_of_distribution,8,False,50,
1,nsat_m,eval_out_of_distribution,9,False,50,
